NMUESTRA,LONGITUD,LATITUD,ELEVACION,FECHA,Au,Ag,Cu,Pb,Zn,Mo,Ni,Co,Cd,Fe,Mn,Te,Ba,Cr,V,Sn,W,La,Al,Mg,Ca,Na,K,Sr,Y,Ga,Li,Nb,Sc,Ta,Ti,Zr,As,Sb,Hg,Pt,Pd,LITHOLOGY,CODIGO
14267,787094.9,83973.27,1199.89,21/07/1998,45,0.66,90,4,99,0.7,41,24,0.46,8.05,817,6.66,91,61,292,13.33,13.33,3,4.6,1.36,0.66,0.02,0.04,30,6,7,8,23,17,6.66,0.17,7,2.66,1.26,0.075,6,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14304,787293.17,84033.72,1199.9,21/07/1998,7,0.66,95,2.66,92,0.7,34,25,0.46,7.47,906,6.66,98,44,230,13.33,13.33,4,5.3,1.45,0.8,0.03,0.05,44,8,8,11,17,19,6.66,0.15,8,4,1.26,0.05,10,9,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14309,794374.22,79036.32,1799.11,16/07/1998,7,0.66,117,4,92,0.7,20,20,0.46,6.44,707,6.66,177,34,175,13.33,13.33,3,4.01,0.88,0.34,0.02,0.11,25,7,6,22,13,18,6.66,0.12,7,6.1,1.26,0.04,6,9,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14338,791272.98,81547.95,1600.38,17/07/1998,6,0.66,130,2.66,79,0.7,33,28,0.46,7.73,1113,6.66,57,42,246,13.33,13.33,5,6.7,1.79,1.91,0.03,0.05,89,11,9,9,18,26,6.66,0.2,10,2.66,1.26,0.026,8,10,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14354,786528.84,86234.63,1156.28,04/09/1998,100,0.66,126,2.66,86,0.7,33,33,0.46,8.75,1055,6.66,71,58,228,13.33,13.33,3,6.57,1.87,1.01,0.03,0.04,58,9,9,11,17,27,6.66,0.17,9,2.66,1.26,0.026,11,16,Depósitos recientes no consolidados,QA
14370,787663.58,85432.67,1199.9,19/07/1998,36,0.66,92,4,88,0.7,28,23,0.46,7.25,876,6.66,142,47,228,13.33,13.33,4,4.78,1.3,0.86,0.03,0.06,40,7,7,12,17,18,6.66,0.16,8,5.2,1.26,0.026,8,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14371,788491.76,82002.92,1397.9,20/07/1998,6,0.66,107,2.66,87,0.7,34,28,0.46,7.61,1104,6.66,117,49,239,13.33,13.33,4,6.44,1.25,0.68,0.03,0.05,52,9,8,11,17,23,6.66,0.17,8,2.66,1.26,0.052,9,9,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14376,788157.31,80130.46,1421.18,17/07/1998,6,0.66,127,2.66,106,0.7,25,29,0.46,8.43,1342,6.66,129,31,248,13.33,13.33,6,6.34,1.33,0.48,0.02,0.07,39,12,11,14,18,22,6.66,0.13,8,2.66,1.26,0.026,6,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14381,793187.57,81376.53,1607.32,16/07/1998,6,0.66,82,2.66,75,0.7,42,24,0.46,5.41,859,6.66,84,71,156,13.33,13.33,3,4.89,1.32,0.58,0.03,0.04,32,5,6,8,11,16,6.66,0.14,3,2.66,1.26,0.077,7,8,Volcánicos andesíticos,MPlv
14391,791166.65,82755.62,1399.71,17/07/1998,69,0.66,87,2.66,87,0.7,32,25,0.46,7.53,890,6.66,189,57,231,13.33,13.33,4,4.46,1.32,0.82,0.02,0.05,34,8,7,11,15,19,6.66,0.15,8,5.7,1.26,0.026,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14409,787929.09,80225.41,1409.02,19/07/1998,7,0.66,65,2.66,88,0.7,25,22,0.46,6.35,973,6.66,93,39,204,13.33,13.33,5,4.62,1.06,0.42,0.02,0.05,29,10,6,8,12,14,6.66,0.13,3,2.66,1.26,0.026,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14435,793778.71,80985.95,1797.87,16/07/1998,3.33,0.66,71,2.66,81,0.7,29,24,0.46,5.26,922,6.66,156,51,135,13.33,13.33,4,4.41,0.92,0.34,0.01,0.05,20,5,6,12,8,13,6.66,0.07,2,34.1,1.26,0.062,3.33,4,Volcánicos andesíticos,MPlv
14448,789946.83,84562,1397.6,18/07/1998,3.33,0.66,82,2.66,73,1,36,25,0.46,6.06,874,6.66,148,37,189,13.33,13.33,4,6.32,1.42,1.14,0.03,0.05,71,8,10,11,11,21,6.66,0.2,11,2.66,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14466,789956.77,83117.73,1399.91,17/07/1998,5,0.66,90,2.66,92,0.7,41,27,0.46,7.5,1186,6.66,104,53,254,13.33,13.33,4,6.22,1.35,0.74,0.03,0.05,57,8,10,11,15,22,6.66,0.19,8,2.66,1.26,0.026,7,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14470,784666.34,85125.58,1399.8,03/09/1998,3.33,0.66,97,2.66,83,1,45,29,0.46,6.63,961,6.66,149,58,176,13.33,13.33,4,6.12,1.27,0.62,0.02,0.03,42,10,9,9,10,24,6.66,0.13,10,2.66,1.26,0.026,15,7,Volcánicos andesíticos,MPlv
14478,785321.27,84916.73,1392.73,22/07/1998,3.33,0.66,100,2.66,84,0.7,34,28,0.46,7.08,907,6.66,152,55,210,13.33,13.33,4,5.7,1.14,0.66,0.02,0.03,35,9,9,9,12,23,6.66,0.15,10,2.66,1.26,0.026,6,8,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14488,787502.82,82725.1,1208.38,21/07/1998,3.33,0.66,92,2.66,99,0.7,31,25,0.46,7.81,918,6.66,95,46,262,13.33,13.33,4,5.01,1.32,0.74,0.02,0.05,41,8,8,11,15,19,6.66,0.17,6,2.66,1.26,0.026,5,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14497,787674.08,82533.42,1227.76,21/07/1998,3.33,0.66,84,2.66,121,0.7,57,25,0.46,7.48,940,6.66,55,97,251,13.33,13.33,5,4.68,1.73,0.45,0.01,0.06,24,9,7,9,16,16,6.66,0.1,2,2.66,1.26,0.026,3.33,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14536,788200.06,84023.09,1200.14,21/07/1998,6,0.66,105,2.66,80,0.7,56,31,0.46,6.72,1209,6.66,71,89,192,13.33,13.33,4,5.76,1.55,1.12,0.02,0.03,49,11,5,10,11,25,6.66,0.16,6,2.66,1.26,0.053,20,13,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14537,793710.64,80654.85,1798.76,16/07/1998,5,0.66,94,7,90,0.7,42,26,0.46,5.55,1215,6.66,102,80,159,13.33,13.33,4,4.36,1.3,0.44,0.02,0.05,28,7,4,12,9,16,6.66,0.09,1,28.8,1.26,0.061,3.33,8,Volcánicos andesíticos,MPlv
14564,793374.75,81195.53,1627.31,16/07/1998,5,0.66,111,8,116,0.7,41,30,0.46,5.91,1679,6.66,102,87,158,13.33,13.33,5,3.95,1.15,0.44,0.01,0.06,31,9,2,14,9,20,6.66,0.07,2,20,1.26,0.187,6,8,Volcánicos andesíticos,MPlv
14565,785844.74,82105.39,1400.7,22/07/1998,89,0.66,100,2.66,81,1,30,22,0.46,5.82,753,6.66,111,44,187,13.33,13.33,3,4.53,1.21,0.52,0.02,0.04,24,6,4,8,11,14,6.66,0.11,4,2.66,1.26,0.026,3.33,4,Volcánicos andesíticos,MPlv
14588,789940.59,83232.03,1399.91,17/07/1998,3.33,0.66,85,2.66,79,0.7,30,23,0.46,5.87,872,6.66,183,45,167,13.33,13.33,3,4.66,1.24,0.84,0.03,0.05,32,7,4,11,10,17,6.66,0.14,6,6.5,1.26,0.026,3.33,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14605,784402.31,78942.1,1253.81,01/09/1998,6,0.66,83,4,84,0.7,18,21,0.46,6.26,721,6.66,86,33,181,13.33,13.33,3,3.36,1.17,0.65,0.04,0.08,31,6,3,13,10,10,6.66,0.13,4,18.5,1.26,0.026,3.33,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14621,783758.85,79427.2,1196.7,02/09/1998,5,0.66,86,4,86,0.7,20,21,0.46,5.69,796,6.66,91,34,156,13.33,13.33,3,3.7,1.21,0.66,0.04,0.08,35,6,1.33,14,8,11,6.66,0.13,4,21.4,1.26,0.026,7,4,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14623,783670.48,79483.52,1196.78,02/09/1998,21,0.66,154,2.66,73,0.7,19,26,0.46,8.49,938,6.66,92,40,289,13.33,13.33,3,4.73,1.09,0.65,0.03,0.06,46,7,2,5,17,11,6.66,0.15,0.66,2.66,1.26,0.026,9,6,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14643,789324.12,86256.53,1212.2,18/07/1998,6,0.66,123,2.66,85,0.7,25,31,0.46,7.99,1377,6.66,90,46,221,13.33,13.33,3,5.73,0.79,0.35,0.02,0.07,26,7,4,13,11,22,6.66,0.14,10,4,1.26,0.026,8,10,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14648,784539.39,79236.89,1203.93,01/09/1998,367,0.66,89.5,2.66,87.5,0.7,26,26,0.46,6.4,962.5,6.66,72.5,47,194,13.33,13.33,3,4.42,1.225,0.425,0.02,0.04,28,6.5,5.5,6,12,12.5,6.66,0.15,3.5,2.66,1.26,0.026,3.33,7,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14664,786015.48,82463.88,1399.92,22/07/1998,3.33,0.66,107,2.66,81,0.7,46,31,0.46,6.64,1132,6.66,67,75,191,13.33,13.33,3,5.97,1.51,0.98,0.02,0.03,49,9,4,9,9,22,6.66,0.16,9,2.66,1.26,0.026,3.33,14,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14665,789202.26,85811.03,1199,18/07/1998,3.33,0.66,115,4,106,0.7,23,28,0.46,7.83,1157,6.66,140,35,270,13.33,13.33,3,4.79,1.21,0.77,0.02,0.05,36,8,4,13,14,17,6.66,0.19,7,4.4,1.26,0.026,7,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14669,787443.71,85234.81,1199.9,23/07/1998,3.33,0.66,81,2.66,85,0.7,35,23,0.46,6.76,778,6.66,89,47,239,13.33,13.33,3,4.16,1.31,0.7,0.03,0.04,35,7,6,9,19,16,6.66,0.14,8,2.66,1.26,0.026,3.33,5,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14686,787368.52,82831.45,1256.18,21/07/1998,46,0.66,70,4,90,0.7,55,23,0.46,5.1,694,6.66,103,64,157,13.33,13.33,3,4.05,1.03,0.43,0.02,0.03,23,5,7,8,12,13,6.66,0.08,5,2.66,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14691,788328.81,82004.24,1398.79,20/07/1998,3.33,0.66,85,2.66,74,0.7,24,23,0.46,5.86,860,6.66,103,33,190,13.33,13.33,4,4.77,1.17,0.58,0.02,0.05,41,8,6,11,15,17,6.66,0.13,7,2.66,1.26,0.026,3.33,5,Intrusivo Granodiorita-Diorita,GdD
14753,788336.98,80260.8,1434.04,19/07/1998,56,0.66,93,2.66,80,0.7,24,25,0.46,6.63,1055,6.66,158,40,213,13.33,13.33,4,5.17,1.2,0.62,0.02,0.06,45,8,6,13,17,21,6.66,0.14,7,4.7,1.26,0.04,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14764,788746.66,82871.82,1366.88,20/07/1998,3.33,0.66,89,2.66,77,0.7,44,26,0.46,6.39,995,6.66,92,68,213,13.33,13.33,6,5.44,1.39,0.58,0.02,0.04,50,11,8,9,17,21,6.66,0.13,5,2.66,1.26,0.076,3.33,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14765,788259.97,85369.72,1199.75,19/07/1998,3.33,0.66,81,2.66,79,0.7,28,23,0.46,5.91,806,6.66,159,45,197,13.33,13.33,4,4.37,1.2,0.81,0.03,0.05,39,7,5,11,15,16,6.66,0.15,7,5.1,1.26,0.026,3.33,5,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14784,794108.05,80180,1800.12,16/07/1998,3.33,0.66,53,5,79,0.7,17,17,0.46,5.51,584,6.66,140,42,187,13.33,13.33,3,2.39,0.77,0.44,0.02,0.06,26,5,3,11,16,8,6.66,0.12,1,7.2,1.26,0.026,3.33,5,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
14785,787960.3,81523.78,1400.67,20/07/1998,3.33,0.66,111,2.66,69,0.7,40,31,0.46,6.79,1183,6.66,97,36,199,13.33,13.33,7,6.96,1.96,0.72,0.03,0.04,66,15,8,14,14,25,6.66,0.16,11,6.2,1.26,0.026,3.33,6,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
14788,803030.93,80754.67,2413.5,17/07/1998,8,0.66,37,7,80,0.7,10,11,0.46,3.92,407,6.66,106,34,136,13.33,13.33,2,2.13,0.4,0.13,0.02,0.07,14,2,2,7,11,3.33,6.66,0.11,0.66,2.66,1.26,0.026,3.33,2,Intrusivo Granodiorita-Diorita,GdD
3706,805329.16,72933.71,2398.94,16/05/1998,3.33,0.66,32,2.66,72,0.7,29,15,0.46,3.99,440,6.66,118,55,135,13.33,13.33,5,2.82,0.54,0.37,0.03,0.05,45,4,6,5,8,5,6.66,0.12,4,2.66,1.26,0.026,12,1,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12203,804228.06,72706.41,2290.8,16/05/1998,3.33,0.66,23,2.66,69,0.7,22,14,0.46,4.13,401,6.66,117,52,145,13.33,13.33,4,1.4,0.52,0.4,0.03,0.05,52,3,3,6,10,3.33,6.66,0.12,3,11.7,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12712,809565.4,75802.53,1999.02,13/06/1998,6,0.66,33,2.66,99,0.7,15,13,0.46,5.37,613,6.66,59,33,161,13.33,13.33,4,1.53,0.61,0.42,0.02,0.05,40,3,5,7,11,3.33,6.66,0.1,0.66,6.7,1.26,0.026,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12717,800820.93,78187.06,1799.5,22/06/1998,218,0.66,54,8,199,2,45,34,0.46,10,850,6.66,74,173,625,13.33,13.33,5,1.1,0.44,0.32,0.02,0.05,29,4,10,7,44,3.33,6.66,0.36,0.66,16.9,1.26,0.045,3.33,2,Intrusivo Granodiorita-Diorita,GdD
12724,809774.54,77307.64,1844.13,13/06/1998,3.33,0.66,42,5,171,0.7,33,23,0.46,8.26,738,6.66,286,101,311,13.33,13.33,4,1.53,0.43,0.4,0.02,0.04,31,3,8,4,22,3.33,6.66,0.23,0.66,10.9,1.26,0.055,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12726,790439.25,77154.53,1800.67,17/07/1998,43,0.66,86,2.66,91,0.7,21,22,0.46,6.12,859,6.66,149,45,174,13.33,13.33,4,3.63,0.91,0.48,0.01,0.09,24,7,7,21,11,16,6.66,0.09,3,7,1.26,0.026,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12727,809800.37,76316.49,2000.83,13/06/1998,5,0.66,26,6,68,0.7,19,15,0.46,4.27,545,6.66,122,40,113,13.33,13.33,4,1.36,0.31,0.39,0.02,0.07,33,3,4,3,7,3.33,6.66,0.04,0.66,7.6,1.26,0.167,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12733,803044.3,76430.69,1997.11,15/06/1998,12,0.66,54,5,84,0.7,26,16,0.46,4.93,483,6.66,104,60,162,13.33,13.33,5,2.11,0.58,0.4,0.03,0.07,42,4,6,9,11,3.33,6.66,0.11,3,13.7,1.26,0.057,3.33,3,Intrusivo Granodiorita-Diorita,GdD
12737,809247.47,74696,2296.88,13/06/1998,3.33,0.66,27,5,95,0.7,17,17,0.46,4.79,1046,6.66,131,38,156,13.33,13.33,6,2.19,0.49,0.55,0.04,0.05,53,5,7,6,11,3.33,6.66,0.11,0.66,8.2,1.26,0.04,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12758,803945.83,78341.91,2199.81,22/06/1998,111,0.66,81,8,128,0.7,11,20,0.46,5.81,979,6.66,178,20,146,13.33,13.33,5,3.59,0.85,0.23,0.01,0.08,19,6,7,14,9,12,6.66,0.11,2,6.7,1.26,0.026,3.33,5,Intrusivo Granodiorita-Diorita,GdD
12781,802096.4,73314.03,2289.44,22/06/1998,6,0.66,113,9,78,0.7,25,18,0.46,5.37,590,6.66,147,68,191,13.33,13.33,8,2.99,0.55,0.31,0.02,0.11,38,6,8,12,13,6,6.66,0.12,4,9.7,1.26,0.026,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12787,804063.8,74398.99,2197.06,23/06/1998,14,0.66,78,5,81,0.7,12,19,0.46,5.24,681,6.66,118,19,175,13.33,13.33,3,2.82,0.89,0.45,0.02,0.11,33,3,5,7,11,9,6.66,0.09,0.66,13.8,1.26,0.026,3.33,8,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12801,790048.27,78059.34,1787.19,18/07/1998,3.33,0.66,74,2.66,82,0.7,36,22,0.46,5.71,913,6.66,148,72,214,13.33,13.33,5,4.33,0.8,0.61,0.02,0.04,42,9,9,13,15,18,6.66,0.12,6,4.8,1.26,0.045,6,7,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12807,801171.39,75832.53,2225.11,14/07/1998,25,0.66,41,2.66,70,0.7,7,13,0.46,5.73,737,6.66,142,27,187,13.33,13.33,4,1.99,0.38,0.21,0.01,0.08,20,5,1.33,10,13,3.33,6.66,0.07,0.66,2.66,1.26,0.026,3.33,3,Intrusivo Granodiorita-Diorita,GdD
12812,809524.64,74916.57,2244.26,13/06/1998,3.33,0.66,13,2.66,77,0.7,7,13,0.46,3.94,498,6.66,150,24,122,13.33,13.33,3,1.64,0.16,0.3,0.02,0.05,34,3,3,3,9,3.33,6.66,0.11,0.66,4,1.26,0.026,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12813,795426.65,76244.23,2022.48,15/07/1998,59,0.66,41,2.66,70,0.7,13,14,0.46,4.77,515,6.66,111,39,153,13.33,13.33,2,1.6,0.59,0.27,0.02,0.05,11,3,1.33,8,11,5,6.66,0.11,0.66,8.6,1.26,0.026,3.33,3,"Volcánicos basálticos, rocas sedimentarias de origen marino",Kvss
12821,803269.76,75395.97,2196.51,15/06/1998,263,0.66,102,12,162,2,16,16,1.3,5.21,901,6.66,222,25,132,13.33,13.33,4,2.14,0.65,0.26,0.01,0.11,18,5,1.33,10,9,7,6.66,0.06,0.66,29.8,1.26,0.094,3.33,4,Intrusivo Granodiorita-Diorita,GdD
12825,809639.75,77054.02,1952.69,15/06/1998,3.33,0.66,23,2.66,76,0.7,18,13,0.46,4.1,552,6.66,90,46,125,13.33,13.33,4,1.2,0.54,0.63,0.03,0.04,39,4,1.33,3,9,3.33,6.66,0.08,1,7.7,1.26,0.026,3.33,2,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12827,809482.55,77247.47,1848.72,13/06/1998,3.33,0.66,38,2.66,79,0.7,15,13,0.46,3.28,539,6.66,274,25,86,13.33,13.33,3,1.81,0.48,0.32,0.02,0.04,31,3,1.33,5,6,3.33,6.66,0.05,3,20.6,1.26,0.026,3.33,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12833,803279.54,76116.53,2016.03,15/06/1998,101,0.66,77,2.66,69,0.7,9,18,0.46,9.82,719,6.66,278,32,292,13.33,13.33,4,3.37,0.83,0.2,0.01,0.32,20,6,1.33,9,21,12,6.66,0.12,0.66,7.8,1.26,0.056,3.33,5,Intrusivo Granodiorita-Diorita,GdD
12838,790758.94,77095.75,1799.91,17/07/1998,6,0.66,73,2.66,76,0.7,14,16,0.46,4.99,669,6.66,111,25,110,13.33,13.33,3,2.77,0.93,0.37,0.01,0.08,20,5,1.33,14,7,9,6.66,0.07,0.66,8,1.26,0.069,3.33,5,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12843,800847.33,78356.1,1800,22/06/1998,176,0.66,68,2.66,87,0.7,11,18,0.46,6.77,719,6.66,162,40,209,13.33,13.33,3,2.48,0.65,0.21,0.01,0.08,18,4,1.33,8,15,8,6.66,0.11,0.66,10.2,1.26,0.026,3.33,5,Intrusivo Granodiorita-Diorita,GdD
12879,804095.19,71607.14,2399.91,24/06/1998,3.33,0.66,24,2.66,57,0.7,22,11,0.46,3.09,359,6.66,92,43,95,13.33,13.33,4,1.33,0.54,0.34,0.03,0.04,38,3,1.33,5,6,3.33,6.66,0.08,1,19.1,1.26,0.026,21,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12908,803290.07,74716.13,2200.67,15/06/1998,14,0.66,38,2.66,77,0.7,24,15,0.46,4.84,491,6.66,111,56,165,13.33,13.33,4,2.03,0.57,0.37,0.02,0.06,44,3,1.33,6,9,3.33,6.66,0.12,3,12.4,1.26,0.026,3.33,3,Intrusivo Granodiorita-Diorita,GdD
12946,801342.8,76910.38,2011.54,12/06/1998,6,0.66,46,2.66,50,0.7,8,13,0.46,4.26,509,6.66,144,32,150,13.33,13.33,7,2.45,0.42,0.15,0.01,0.13,16,7,3,8,14,5,6.66,0.09,0.66,2.66,1.26,0.026,3.33,4,Intrusivo Granodiorita-Diorita,GdD
12959,804388.74,78301.1,2199.01,22/06/1998,9,0.66,68,8,99,0.7,10,17,0.46,5.17,875,6.66,204,27,150,13.33,13.33,4,3.51,0.82,0.27,0.02,0.09,25,6,3,10,14,11,6.66,0.12,5,7,1.26,0.026,3.33,6,Intrusivo Granodiorita-Diorita,GdD
12962,805618.54,76631.34,2457.42,22/06/1998,33,0.66,44,5,105,0.7,10,13,0.46,3.67,459,6.66,204,25,108,13.33,13.33,4,3.02,0.46,0.19,0.02,0.06,24,4,2,8,10,6,6.66,0.11,2,2.66,1.26,0.044,3.33,4,Volcánicos andesíticos,MPlv
12966,802486.27,75930.64,2164.79,12/06/1998,7,0.66,46,5,62,0.7,7,11,0.46,3.65,567,6.66,151,20,118,13.33,13.33,5,2.07,0.38,0.24,0.02,0.08,25,5,3,9,11,3.33,6.66,0.07,0.66,2.66,1.26,0.049,3.33,4,Intrusivo Granodiorita-Diorita,GdD
12967,802810.15,77931.6,1998.54,22/06/1998,123,0.66,100,2.66,89,0.7,9,22,0.46,6.26,794,6.66,147,18,196,13.33,13.33,5,3.51,1.23,0.23,0.01,0.19,21,7,3,12,18,16,6.66,0.14,3,5.9,1.26,0.026,3.33,8,Intrusivo Granodiorita-Diorita,GdD
12969,804490.34,77975.85,2202.96,22/06/1998,44,0.66,77,9,96,0.7,15,20,0.46,7.61,1037,6.66,197,51,264,13.33,13.33,5,2.74,0.49,0.16,0.01,0.07,19,6,5,7,25,10,6.66,0.09,2,13.4,1.26,0.053,3.33,10,Intrusivo Granodiorita-Diorita,GdD
12979,802956.84,77741,1999.86,22/06/1998,151,0.66,63,2.66,88,0.7,14,18,0.46,7.05,460,6.66,156,54,283,13.33,13.33,3,2.26,0.46,0.16,0.02,0.06,19,3,1.33,7,27,6,6.66,0.17,2,4.2,1.26,0.04,3.33,6,Intrusivo Granodiorita-Diorita,GdD
12983,802572.68,72072.78,2401.2,23/06/1998,3.33,0.66,22,2.66,84,0.7,23,17,0.46,4.9,395,6.66,119,71,198,13.33,13.33,3,1.74,0.44,0.26,0.03,0.04,43,2,1.33,8,20,3.33,6.66,0.2,5,14.9,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12989,805025.58,73375.42,2243.57,23/06/1998,5,0.66,35,2.66,84,0.7,21,15,0.46,3.72,410,6.66,135,53,115,13.33,13.33,4,2.85,0.5,0.33,0.02,0.05,38,3,2,6,11,5,6.66,0.13,9,2.66,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12995,802249.41,73185.75,2311.64,22/06/1998,3.33,0.66,35,2.66,80,0.7,41,18,0.46,4.18,513,6.66,116,97,149,13.33,13.33,6,2.14,0.83,0.42,0.04,0.06,48,4,1.33,8,14,6,6.66,0.15,6,7.7,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
12999,804246.26,76990.97,2197.61,22/06/1998,32,0.66,37,4,96,0.7,15,16,0.46,4.8,476,6.66,176,50,172,13.33,13.33,3,2.56,0.45,0.18,0.02,0.04,22,3,1.33,9,16,6,6.66,0.15,4,7,1.26,0.026,3.33,4,Intrusivo Granodiorita-Diorita,GdD
13009,804498.29,73907.55,2198.37,23/06/1998,57,0.66,113,5,56,1,12,17,0.46,6.57,537,6.66,188,33,263,13.33,13.33,3,3.38,0.39,0.3,0.02,0.03,32,3,5,6,25,8,6.66,0.07,3,13.7,1.26,0.026,8,13,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13015,802456.86,72116.28,2399.96,23/06/1998,3.33,0.66,34,2.66,87,0.7,43,18,0.46,4.4,627,6.66,119,104,170,13.33,13.33,5,2.18,0.92,0.43,0.03,0.06,47,4,1.33,6,16,6,6.66,0.15,5,2.66,1.26,0.026,3.33,4,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
13031,805630.44,76560.67,2426.8,22/06/1998,9,0.66,49,6,110,0.7,16,16,0.46,4.67,690,6.66,293,38,134,13.33,13.33,4,3.51,0.55,0.26,0.02,0.06,31,4,4,12,12,7,6.66,0.1,5,13,1.26,0.046,3.33,5,Volcánicos andesíticos,MPlv
13034,804597.2,78071.7,2200.14,22/06/1998,10,0.66,55,6,129,0.7,10,17,0.46,5.08,634,6.66,154,35,183,13.33,13.33,3,2.57,0.63,0.26,0.02,0.05,18,4,2,8,18,9,6.66,0.13,1,4.7,1.26,0.026,3.33,9,Intrusivo Granodiorita-Diorita,GdD
13042,784643.23,77075.55,1504.51,31/08/1998,5,0.66,99,2.66,86,0.7,17,27,0.46,6.9,921,6.66,123,26,254,13.33,13.33,4,5.8,1.07,0.43,0.02,0.04,36,9,6,8,23,21,6.66,0.17,10,2.66,1.26,0.045,3.33,10,Depósitos recientes no consolidados,QA
13044,800881.22,72854.03,2399.56,23/06/1998,3.33,0.66,45,6,76,0.7,26,15,0.46,3.95,586,6.66,99,50,116,13.33,13.33,5,1.8,0.71,0.47,0.04,0.08,48,5,3,12,11,3.33,6.66,0.06,3,21.8,1.26,0.026,3.33,4,Intrusivo Granodiorita-Diorita,GdD
13046,802978.35,77833.59,1999.48,22/06/1998,45,0.66,78,11,106,0.7,12,19,0.46,6.19,919,6.66,203,37,204,13.33,13.33,4,2.74,0.68,0.21,0.01,0.08,18,5,4,9,20,10,6.66,0.09,2,11.3,1.26,0.048,6,9,Intrusivo Granodiorita-Diorita,GdD
13056,808756.95,72784.16,2658.57,23/06/1998,3.33,0.66,32,6,72,0.7,45,17,0.46,3.75,559,6.66,165,95,123,13.33,13.33,6,3.03,0.84,0.4,0.03,0.06,50,4,2,5,11,6,6.66,0.13,2,2.66,1.26,0.057,8,3,"Volcánicos andesíticos, rocas sedimentarias marino/continental",PcEOMvss
